"","Species","Common_name","Begin_study_date","End_study_date","Life_history_process","sex","Fucntional_form","Value","Units","Parameter_name","Sample_size","Method","Large_marine_ecosystem","More_specific_location","Reference"
"376","Larimichthys polyactis","Small yellow croaker",1982,1982,"weight at length","female","power function",3.06,"NA","b","36","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"377","Larimichthys polyactis","Small yellow croaker",1983,1983,"weight at length","male","power function",1.69e-05,"NA","a","15","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"378","Larimichthys polyactis","Small yellow croaker",1983,1983,"weight at length","male","power function",2.98,"NA","b","15","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"379","Larimichthys polyactis","Small yellow croaker",1983,1983,"weight at length","female","power function",1.5e-05,"NA","a","13","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"380","Larimichthys polyactis","Small yellow croaker",1983,1983,"weight at length","female","power function",3.06,"NA","b","13","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"381","Larimichthys polyactis","Small yellow croaker",1993,1993,"weight at length","male","power function",1.95e-05,"NA","a","53","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"382","Larimichthys polyactis","Small yellow croaker",1993,1993,"weight at length","male","power function",2.91,"NA","b","53","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"383","Larimichthys polyactis","Small yellow croaker",1993,1993,"weight at length","female","power function",1.11e-05,"NA","a","44","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"384","Larimichthys polyactis","Small yellow croaker",1993,1993,"weight at length","female","power function",3.13,"NA","b","44","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"385","Larimichthys polyactis","Small yellow croaker",2003,2003,"weight at length","male","power function",4.02e-05,"NA","a","33","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"386","Larimichthys polyactis","Small yellow croaker",2003,2003,"weight at length","male","power function",2.61,"NA","b","33","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"387","Larimichthys polyactis","Small yellow croaker",2003,2003,"weight at length","female","power function",9.4e-06,"NA","a","26","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"388","Larimichthys polyactis","Small yellow croaker",2003,2003,"weight at length","female","power function",3.19,"NA","b","26","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"389","Larimichthys polyactis","Small yellow croaker",2004,2004,"weight at length","male","power function",3.07e-05,"NA","a","47","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"390","Larimichthys polyactis","Small yellow croaker",2004,2004,"weight at length","male","power function",2.74,"NA","b","47","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"391","Larimichthys polyactis","Small yellow croaker",2004,2004,"weight at length","female","power function",2.1e-05,"NA","a","41","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"392","Larimichthys polyactis","Small yellow croaker",2004,2004,"weight at length","female","power function",2.92,"NA","b","41","NA","Yellow Sea","northern Yellow Sea and Bohai","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"393","Larimichthys polyactis","Small yellow croaker",1960,1960,"weight at length","male","power function",2.47e-05,"NA","a","57","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"394","Larimichthys polyactis","Small yellow croaker",1960,1960,"weight at length","male","power function",2.87,"NA","b","57","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"395","Larimichthys polyactis","Small yellow croaker",1960,1960,"weight at length","female","power function",6.1e-06,"NA","a","98","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"396","Larimichthys polyactis","Small yellow croaker",1960,1960,"weight at length","female","power function",3.35,"NA","b","98","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"397","Larimichthys polyactis","Small yellow croaker",1986,1986,"weight at length","male","power function",6.57e-05,"NA","a","25","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"398","Larimichthys polyactis","Small yellow croaker",1986,1986,"weight at length","male","power function",2.43,"NA","b","25","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"399","Larimichthys polyactis","Small yellow croaker",1986,1986,"weight at length","female","power function",4.35e-05,"NA","a","13","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"400","Larimichthys polyactis","Small yellow croaker",1986,1986,"weight at length","female","power function",2.62,"NA","b","13","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"401","Larimichthys polyactis","Small yellow croaker",1994,1994,"weight at length","male","power function",0.0001027,"NA","a","20","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"402","Larimichthys polyactis","Small yellow croaker",1994,1994,"weight at length","male","power function",2.32,"NA","b","20","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"403","Larimichthys polyactis","Small yellow croaker",1994,1994,"weight at length","female","power function",5.69e-05,"NA","a","53","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"404","Larimichthys polyactis","Small yellow croaker",1994,1994,"weight at length","female","power function",2.52,"NA","b","53","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"405","Larimichthys polyactis","Small yellow croaker",1998,1998,"weight at length","male","power function",8.13e-05,"NA","a","31","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"406","Larimichthys polyactis","Small yellow croaker",1998,1998,"weight at length","male","power function",2.846,"NA","b","31","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"407","Larimichthys polyactis","Small yellow croaker",1998,1998,"weight at length","female","power function",4.29e-05,"NA","a","32","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"408","Larimichthys polyactis","Small yellow croaker",1998,1998,"weight at length","female","power function",2.65,"NA","b","32","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"409","Larimichthys polyactis","Small yellow croaker",2001,2001,"weight at length","male","power function",4.37e-05,"NA","a","50","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"410","Larimichthys polyactis","Small yellow croaker",2001,2001,"weight at length","male","power function",2.63,"NA","b","50","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"411","Larimichthys polyactis","Small yellow croaker",2001,2001,"weight at length","female","power function",6.14e-05,"NA","a","56","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"412","Larimichthys polyactis","Small yellow croaker",2001,2001,"weight at length","female","power function",2.51,"NA","b","56","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"413","Larimichthys polyactis","Small yellow croaker",2005,2005,"weight at length","male","power function",3.44e-05,"NA","a","53","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"414","Larimichthys polyactis","Small yellow croaker",2005,2005,"weight at length","male","power function",2.72,"NA","b","53","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"415","Larimichthys polyactis","Small yellow croaker",2005,2005,"weight at length","female","power function",2.72e-05,"NA","a","61","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"416","Larimichthys polyactis","Small yellow croaker",2005,2005,"weight at length","female","power function",2.83,"NA","b","61","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"417","Larimichthys polyactis","Small yellow croaker",2007,2007,"weight at length","male","power function",2.54e-05,"NA","a","40","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"418","Larimichthys polyactis","Small yellow croaker",2007,2007,"weight at length","male","power function",2.84,"NA","b","40","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
"419","Larimichthys polyactis","Small yellow croaker",2007,2007,"weight at length","female","power function",2.64e-05,"NA","a","46","NA","Yellow Sea","southern Yellow Sea","Li ZL et al 2011 Inter-annual changes on body weight-length relationship and relative fatness of small yellow croaker (Larimichthys polyactis). Journal of Fishery Sciences of China 18(3)."
